dobj,hasNextVersion,spec,fileName,size,submTime,timeStart,timeEnd
https://meta.fieldsites.se/objects/oszQ1UYw8jwhH-R4hy2btOJA,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C5_20140101-20141231_L2_IRREGULAR.csv,11048,2020-10-05T07:29:44.342Z,2014-01-27T12:30:00Z,2014-12-16T12:00:00Z
https://meta.fieldsites.se/objects/EIB5VQkf5KifZGEjzx5mh8QQ,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C5_20130101-20131231_L2_IRREGULAR.csv,10408,2020-10-05T07:29:04.055Z,2013-01-22T08:45:00Z,2013-12-17T08:59:00Z
https://meta.fieldsites.se/objects/sxRDGSf8D35hPzrBN0NiWV-m,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C5_20120101-20121231_L2_IRREGULAR.csv,11582,2020-10-05T07:28:20.146Z,2012-01-19T10:30:00Z,2012-12-18T10:30:00Z
https://meta.fieldsites.se/objects/BM2Nfo1T_eT-9VVCIya2eXlG,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C5_20110101-20111231_L2_IRREGULAR.csv,17702,2020-10-05T07:26:31.479Z,2011-01-18T08:04:00Z,2011-12-20T11:25:00Z
https://meta.fieldsites.se/objects/WJ0GjPDAE71DZ_WQy80w4mQu,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20160101-20161231_L2_IRREGULAR.csv,11918,2020-10-05T07:16:25.452Z,2016-01-19T10:13:00Z,2016-12-06T11:00:00Z
https://meta.fieldsites.se/objects/pkq8cfJxcFeBOBounS4_encH,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20150101-20151231_L2_IRREGULAR.csv,12731,2020-10-05T07:15:41.153Z,2015-01-20T09:22:00Z,2015-12-15T10:30:00Z
https://meta.fieldsites.se/objects/-yksbFoNhD4s7_YVFj06H8iO,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20140101-20141231_L2_IRREGULAR.csv,10327,2020-10-05T07:15:00.584Z,2014-01-27T10:20:00Z,2014-12-16T10:00:00Z
https://meta.fieldsites.se/objects/M-md-T2q-QM1jxtuZCsULaKG,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20130101-20131231_L2_IRREGULAR.csv,9658,2020-10-05T07:14:24.471Z,2013-01-22T10:40:00Z,2013-12-17T11:23:00Z
https://meta.fieldsites.se/objects/aOqgNEoh4wcvShj8mD-O9Olc,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20120101-20121231_L2_IRREGULAR.csv,10952,2020-10-05T07:13:48.835Z,2012-01-19T12:00:00Z,2012-12-18T08:25:00Z
https://meta.fieldsites.se/objects/scc2c1IX97RMJ3tWvRrxfVRp,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C1_20110101-20111231_L2_IRREGULAR.csv,9980,2020-10-05T07:12:59.644Z,2011-01-18T10:00:00Z,2011-12-20T12:30:00Z
https://meta.fieldsites.se/objects/sXmJRghxtxogD7VIWf-Vr3HI,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20160101-20161231_L2_IRREGULAR.csv,12092,2020-10-05T07:11:44.342Z,2016-01-19T09:29:00Z,2016-12-06T11:00:00Z
https://meta.fieldsites.se/objects/FEJYPi5_paFnZZS5PLosRy0T,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20150101-20151231_L2_IRREGULAR.csv,12683,2020-10-05T07:10:52.914Z,2015-01-20T08:45:00Z,2015-12-15T10:05:00Z
https://meta.fieldsites.se/objects/IZu6CmoEYI_suzZBmblS-ytW,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20140101-20141231_L2_IRREGULAR.csv,10272,2020-10-05T07:10:05.083Z,2014-01-27T08:36:00Z,2014-12-16T09:47:00Z
https://meta.fieldsites.se/objects/FlMOHPJiDPlRsx3vzHbxdHLs,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20130101-20131231_L2_IRREGULAR.csv,9643,2020-10-05T07:09:24.670Z,2013-01-22T11:00:00Z,2013-12-17T10:54:00Z
https://meta.fieldsites.se/objects/hPsgaFM2VK5oX9fnzZ-vIqfs,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20120101-20121231_L2_IRREGULAR.csv,10910,2020-10-05T07:08:28.751Z,2012-01-19T12:16:00Z,2012-12-18T12:20:00Z
https://meta.fieldsites.se/objects/2i3G_fG3Gdptc82BzvPRQykQ,false,https://meta.fieldsites.se/resources/objspecs/chemical-variables-stream,SITES_CHE-S_SVB_C9_20110101-20111231_L2_IRREGULAR.csv,10035,2020-10-05T07:07:54.840Z,2011-01-18T10:30:00Z,2011-12-20T12:45:00Z
